注册时间,注册资本,行业,区域,企业类型,控制人类型,控制人持股比例
2001,7020,商业服务业,江西,农民专业合作社,企业法人,0.97
2010,8010,社区服务,江西,有限责任公司,企业法人,0.64
2005,8620,工业,江西,有限责任公司,自然人,0.95
2000,6370,商业服务业,福建,合伙企业,企业法人,0.75
2014,4100,零售业,湖北,有限责任公司,企业法人,0.93
2014,370,商业服务业,福建,合伙企业,自然人,0.71
2003,2520,社区服务,福建,股份有限公司,企业法人,0.68
2004,3190,交通运输业,湖南,合伙企业,企业法人,0.93
2012,8220,社区服务,湖南,农民专业合作社,自然人,0.7
2001,6440,社区服务,江西,股份有限公司,自然人,0.83
2009,1580,社区服务,山东,有限责任公司,企业法人,0.91
2008,4230,社区服务,江西,有限责任公司,自然人,0.55
2009,2690,社区服务,江西,集体所有制企业,自然人,0.94
2007,9600,零售业,福建,集体所有制企业,自然人,0.55
2007,2520,商业服务业,江西,股份有限公司,自然人,1
2005,8390,交通运输业,广东,集体所有制企业,企业法人,0.81
2001,8080,商业服务业,山东,有限责任公司,自然人,0.92
2010,9590,商业服务业,广西,有限责任公司,企业法人,0.81
2009,200,社区服务,湖南,股份有限公司,自然人,0.87
2012,7500,零售业,山东,农民专业合作社,自然人,0.53
2001,4490,社区服务,广西,合伙企业,企业法人,0.52
2013,4790,工业,广西,合伙企业,自然人,1
2009,1220,商业服务业,福建,有限责任公司,自然人,0.8
2009,5140,社区服务,广东,集体所有制企业,自然人,0.97
2009,2630,商业服务业,山东,农民专业合作社,企业法人,0.95
2011,8170,服务业,湖北,有限责任公司,企业法人,0.89
2011,1680,服务业,广东,有限责任公司,企业法人,0.51
2000,7210,服务业,广西,集体所有制企业,企业法人,0.56
2010,4680,社区服务,江西,股份有限公司,自然人,0.78
2006,7280,交通运输业,广东,集体所有制企业,自然人,0.72
2000,130,服务业,山东,有限责任公司,自然人,0.54
2010,3600,社区服务,山东,农民专业合作社,自然人,0.52
2012,5280,商业服务业,广西,合伙企业,企业法人,0.86
2013,1210,社区服务,广东,农民专业合作社,企业法人,0.79
2006,3680,交通运输业,山东,农民专业合作社,企业法人,0.69
2008,2740,社区服务,广西,有限责任公司,自然人,0.85
2008,2960,社区服务,广东,集体所有制企业,自然人,0.97
2002,6640,社区服务,湖南,股份有限公司,企业法人,0.76
2004,8220,零售业,江西,集体所有制企业,企业法人,0.57
2013,9110,交通运输业,江西,农民专业合作社,企业法人,0.95
2013,5370,服务业,山东,农民专业合作社,自然人,0.65
2009,8880,服务业,广东,合伙企业,企业法人,0.7
2007,1030,零售业,山东,集体所有制企业,自然人,0.91
2005,8320,社区服务,江西,合伙企业,自然人,0.53
2014,9270,零售业,广西,有限责任公司,自然人,0.88
2000,6760,工业,湖北,农民专业合作社,企业法人,0.87
2009,630,社区服务,湖南,农民专业合作社,自然人,0.91
2014,1110,社区服务,广东,合伙企业,自然人,0.7
2012,8660,服务业,NA,农民专业合作社,自然人,0.73
2010,9260,工业,广东,股份有限公司,企业法人,0.61
2006,8690,交通运输业,湖北,农民专业合作社,企业法人,0.87
2003,9310,零售业,湖南,集体所有制企业,自然人,0.8
2006,9180,商业服务业,湖北,集体所有制企业,自然人,0.79
2007,630,社区服务,广西,合伙企业,企业法人,0.92
2011,4160,交通运输业,广西,农民专业合作社,企业法人,0.56
2010,5550,零售业,江西,集体所有制企业,企业法人,0.95
NA,6240,零售业,广西,合伙企业,企业法人,0.89
2008,4060,工业,湖南,有限责任公司,自然人,0.51
2003,2540,社区服务,江西,有限责任公司,自然人,0.8
2009,1490,服务业,山东,股份有限公司,自然人,0.55
2003,2120,零售业,广西,农民专业合作社,企业法人,1
2004,2130,商业服务业,湖北,有限责任公司,企业法人,0.64
2005,6540,工业,湖北,股份有限公司,企业法人,0.9
2001,2740,交通运输业,湖南,集体所有制企业,企业法人,0.96
2004,5380,交通运输业,湖北,合伙企业,自然人,0.76
2003,2110,交通运输业,湖南,有限责任公司,企业法人,0.65
2010,2970,交通运输业,广西,股份有限公司,企业法人,0.66
2006,5030,交通运输业,江西,合伙企业,自然人,0.72
2012,4710,零售业,江西,合伙企业,企业法人,0.79
2000,760,服务业,广西,有限责任公司,企业法人,0.73
2012,5000,商业服务业,江西,集体所有制企业,自然人,0.91
2004,5830,商业服务业,江西,集体所有制企业,自然人,0.93
2008,1440,商业服务业,山东,有限责任公司,自然人,0.88
2012,7510,服务业,广东,合伙企业,企业法人,0.74
2007,7300,零售业,广东,有限责任公司,企业法人,0.65
2012,3090,交通运输业,广西,合伙企业,企业法人,0.7
2013,1790,商业服务业,广东,集体所有制企业,自然人,0.68
2002,1930,服务业,江西,集体所有制企业,自然人,0.67
2012,2590,商业服务业,湖南,集体所有制企业,自然人,0.98
2011,9250,零售业,广东,合伙企业,自然人,0.51
2005,2450,社区服务,江西,农民专业合作社,企业法人,0.6
2005,6310,交通运输业,广西,集体所有制企业,自然人,0.72
2009,960,社区服务,NA,股份有限公司,企业法人,0.55
2011,4170,NA,广西,农民专业合作社,企业法人,0.54
2014,7360,服务业,湖南,农民专业合作社,自然人,0.54
2013,710,服务业,福建,合伙企业,自然人,0.81
2008,5370,社区服务,湖南,集体所有制企业,自然人,0.52
2008,5970,社区服务,福建,集体所有制企业,自然人,0.97
2000,9100,商业服务业,湖北,有限责任公司,企业法人,0.99
2014,2970,工业,广西,有限责任公司,自然人,0.7
2014,9830,服务业,广西,股份有限公司,企业法人,0.66
2007,6460,零售业,广东,集体所有制企业,企业法人,0.71
2006,1190,工业,广西,有限责任公司,企业法人,0.93
2014,4130,服务业,湖北,股份有限公司,自然人,0.98
2006,5740,商业服务业,江西,有限责任公司,自然人,0.89
2003,7620,零售业,福建,合伙企业,自然人,0.6
2007,3020,交通运输业,福建,有限责任公司,自然人,0.63
2012,7770,工业,广西,合伙企业,企业法人,0.53
2009,6880,社区服务,江西,合伙企业,自然人,0.56
2012,6980,服务业,福建,集体所有制企业,自然人,0.88
2003,7350,零售业,福建,合伙企业,企业法人,0.81
2002,7220,社区服务,湖北,股份有限公司,自然人,0.69
2006,6350,交通运输业,广东,农民专业合作社,自然人,0.58
2000,4530,商业服务业,广西,集体所有制企业,自然人,0.8
2005,2030,交通运输业,江西,合伙企业,自然人,0.81
2003,1030,零售业,福建,合伙企业,自然人,0.98
2005,9290,商业服务业,广东,合伙企业,自然人,0.75
2008,3860,工业,山东,合伙企业,自然人,0.61
2007,4940,商业服务业,江西,合伙企业,自然人,0.73
2012,9270,服务业,广东,股份有限公司,自然人,0.9
2002,6190,服务业,福建,农民专业合作社,自然人,0.53
2005,1790,工业,福建,股份有限公司,企业法人,0.65
2012,7780,服务业,广东,合伙企业,自然人,0.57
2005,4490,服务业,湖北,农民专业合作社,企业法人,0.65
2014,2490,商业服务业,广西,股份有限公司,自然人,0.88
2009,NA,社区服务,山东,股份有限公司,自然人,0.81
2009,8970,商业服务业,广西,农民专业合作社,自然人,0.51
2013,8980,社区服务,江西,有限责任公司,企业法人,NA
2011,2920,商业服务业,山东,农民专业合作社,企业法人,0.8
2014,1990,零售业,广东,有限责任公司,自然人,0.85
2008,7850,工业,广东,有限责任公司,自然人,0.62
2006,1160,零售业,广东,集体所有制企业,自然人,0.61
2012,5260,商业服务业,江西,集体所有制企业,自然人,0.96
2010,4760,交通运输业,湖南,合伙企业,企业法人,0.91
2012,6190,零售业,湖南,集体所有制企业,企业法人,0.93
2005,1050,交通运输业,福建,有限责任公司,自然人,0.7
2010,5980,交通运输业,福建,股份有限公司,企业法人,0.74
2011,1410,交通运输业,广东,农民专业合作社,企业法人,0.66
2013,2920,服务业,湖南,股份有限公司,自然人,0.66
2011,6640,服务业,广西,集体所有制企业,企业法人,0.64
2006,5370,商业服务业,江西,有限责任公司,企业法人,0.8
2011,6490,商业服务业,江西,集体所有制企业,企业法人,0.57
2000,3130,商业服务业,山东,集体所有制企业,自然人,0.93
2013,8250,服务业,湖南,股份有限公司,自然人,0.62
2008,1140,社区服务,湖北,集体所有制企业,自然人,0.67
2000,4850,交通运输业,广东,合伙企业,企业法人,0.83
2003,110,交通运输业,山东,集体所有制企业,企业法人,0.9
2000,7030,服务业,福建,有限责任公司,企业法人,0.71
2013,7560,社区服务,广东,集体所有制企业,自然人,0.84
2000,1880,零售业,福建,集体所有制企业,企业法人,0.87
2003,2840,商业服务业,湖北,股份有限公司,NA,0.9
2014,4810,服务业,山东,集体所有制企业,自然人,0.8
2013,2330,社区服务,湖南,有限责任公司,自然人,0.74
2005,2710,商业服务业,福建,合伙企业,企业法人,0.85
2012,4290,零售业,福建,股份有限公司,企业法人,0.73
2009,5970,工业,湖北,股份有限公司,自然人,0.78
2004,6390,零售业,湖北,有限责任公司,企业法人,0.56
2013,4250,零售业,湖北,合伙企业,企业法人,1
2000,6690,商业服务业,湖北,集体所有制企业,企业法人,0.89
2005,7670,商业服务业,湖南,有限责任公司,企业法人,0.9
2012,5370,零售业,广西,股份有限公司,企业法人,0.98
2004,1040,服务业,广西,股份有限公司,自然人,0.87
2014,2110,社区服务,湖北,集体所有制企业,自然人,0.54
2010,2350,商业服务业,湖北,农民专业合作社,自然人,0.95
2013,620,零售业,广西,农民专业合作社,企业法人,0.58
2000,1230,交通运输业,湖南,农民专业合作社,企业法人,0.8
2010,2950,商业服务业,广东,农民专业合作社,自然人,NA
2009,6840,零售业,湖北,农民专业合作社,企业法人,0.57
2001,1640,商业服务业,广西,农民专业合作社,自然人,0.94
2011,8540,商业服务业,广西,农民专业合作社,自然人,0.79
2005,2340,交通运输业,福建,有限责任公司,企业法人,0.85
2001,2120,零售业,广东,股份有限公司,企业法人,0.56
2008,8440,商业服务业,广西,有限责任公司,自然人,0.54
2004,570,商业服务业,山东,有限责任公司,企业法人,0.97
2003,8220,工业,湖南,NA,自然人,0.96
2001,9240,交通运输业,湖南,有限责任公司,自然人,0.92
2002,5270,服务业,湖北,合伙企业,自然人,0.66
2010,1400,交通运输业,湖南,有限责任公司,NA,0.78
2007,1920,工业,广西,农民专业合作社,企业法人,0.91
2002,2270,商业服务业,湖南,集体所有制企业,企业法人,0.68
2006,6540,工业,江西,农民专业合作社,企业法人,0.73
2000,630,商业服务业,广西,合伙企业,企业法人,0.66
2002,1990,工业,广东,农民专业合作社,自然人,0.92
2013,2560,交通运输业,福建,股份有限公司,自然人,0.97
2007,7210,社区服务,福建,合伙企业,自然人,0.77
2007,2420,社区服务,湖南,有限责任公司,自然人,0.62
2012,3550,工业,江西,合伙企业,自然人,0.58
2001,3670,服务业,湖北,农民专业合作社,自然人,0.61
2002,9870,社区服务,福建,股份有限公司,自然人,0.52
2007,9130,工业,湖北,股份有限公司,自然人,0.62
2010,9810,交通运输业,山东,合伙企业,企业法人,0.69
2007,6020,零售业,湖南,合伙企业,自然人,0.93
2011,9970,商业服务业,广西,合伙企业,企业法人,0.8
2002,890,零售业,江西,农民专业合作社,自然人,0.85
2007,9650,服务业,NA,股份有限公司,自然人,0.71
2006,4980,社区服务,山东,有限责任公司,自然人,0.85
2007,5530,社区服务,湖北,农民专业合作社,自然人,0.77
2002,8630,工业,广西,股份有限公司,企业法人,0.85
2011,1680,商业服务业,湖北,有限责任公司,自然人,0.75
2014,7390,服务业,广西,股份有限公司,企业法人,0.69
2001,7780,交通运输业,湖北,集体所有制企业,自然人,0.77
2009,8940,商业服务业,山东,股份有限公司,自然人,0.99
2010,1220,工业,广西,集体所有制企业,自然人,0.79
2008,450,零售业,山东,农民专业合作社,自然人,0.7
2002,6690,社区服务,江西,股份有限公司,企业法人,0.61
2008,8110,服务业,广西,有限责任公司,自然人,0.61
NA,540,零售业,湖北,集体所有制企业,企业法人,0.95
2005,3120,社区服务,广东,有限责任公司,企业法人,0.93
2010,1280,交通运输业,湖南,农民专业合作社,企业法人,0.7
2008,5850,社区服务,广东,农民专业合作社,自然人,0.67
2009,2610,交通运输业,福建,股份有限公司,自然人,0.82
2004,9170,零售业,江西,农民专业合作社,企业法人,0.73
2012,2770,工业,广东,集体所有制企业,企业法人,1
NA,NA,社区服务,山东,股份有限公司,自然人,0.84
2010,9250,服务业,山东,农民专业合作社,企业法人,0.7
2010,2040,服务业,湖北,农民专业合作社,企业法人,0.72
2003,210,零售业,山东,有限责任公司,企业法人,0.77
2000,3540,服务业,广西,有限责任公司,自然人,0.9
2000,6180,工业,山东,股份有限公司,自然人,0.98
2008,5470,商业服务业,山东,股份有限公司,自然人,0.95
2003,4320,交通运输业,湖南,有限责任公司,自然人,0.63
2002,7320,交通运输业,广东,股份有限公司,企业法人,0.78
2008,2590,零售业,山东,集体所有制企业,企业法人,0.87
2012,2200,工业,湖北,农民专业合作社,企业法人,0.92
2014,5350,商业服务业,江西,农民专业合作社,企业法人,0.85
2014,2400,零售业,湖南,股份有限公司,企业法人,0.54
2001,5490,工业,广东,农民专业合作社,自然人,0.54
2013,1110,工业,江西,集体所有制企业,企业法人,0.63
2007,9750,商业服务业,福建,农民专业合作社,自然人,0.51
2011,8760,服务业,湖南,集体所有制企业,自然人,0.82
2012,9270,零售业,湖北,有限责任公司,自然人,0.71
2008,4140,商业服务业,湖南,集体所有制企业,自然人,0.66
2008,6410,服务业,山东,股份有限公司,自然人,0.7
2002,1370,交通运输业,江西,股份有限公司,企业法人,0.95
2006,4800,社区服务,江西,合伙企业,自然人,0.95
2008,8130,交通运输业,湖北,合伙企业,自然人,0.52
2002,2150,交通运输业,湖南,股份有限公司,自然人,0.81
2004,6500,社区服务,广东,集体所有制企业,NA,0.69
2008,8050,零售业,福建,农民专业合作社,自然人,0.84
2005,8720,工业,广东,有限责任公司,企业法人,0.55
2008,5040,商业服务业,湖北,农民专业合作社,企业法人,0.58
